ACCOUNT_ID,CUSTOMER_ID,BRANCH_ID,OPENING_BALANCE,ACCOUNT_OPEN_DATE,ACCOUNT_TYPE,ACCOUNT_STATUS
A00329,C00329,B00044,437695,2014-11-24,Fixed Deposit,Closed
A00330,C00330,B00039,64568,2015-10-29,Fixed Deposit,Active
A00331,C00331,B00048,24980,2020-12-07,Fixed Deposit,Pending
A00332,C00332,B00018,350812,2021-07-14,Savings,Closed
A00333,C00333,B00046,563177,2023-03-01,Fixed Deposit,Pending
A00334,C00334,B00025,248353,2023-06-30,Checking,Pending
A00335,C00335,B00019,975071,2021-05-30,Checking,Active
A00336,C00336,B00033,375139,2018-03-05,Checking,Pending
A00337,C00337,B00022,894175,2014-03-04,Checking,Pending
A00338,C00338,B00018,512470,2014-11-18,Savings,Active
A00339,C00339,B00032,280160,2017-11-17,Fixed Deposit,Closed
A00340,C00340,B00018,394696,2014-02-15,Savings,Pending
A00341,C00341,B00008,219333,2019-08-09,Fixed Deposit,Closed
A00342,C00342,B00021,591136,2014-10-12,Checking,Closed
A00343,C00343,B00035,522292,2017-08-13,Checking,Pending
A00344,C00344,B00036,979941,2013-12-28,Checking,Pending
A00345,C00345,B00030,774980,2014-06-12,Checking,Active
A00346,C00346,B00046,686795,2022-03-08,Checking,Active
A00347,C00347,B00011,440255,2021-09-16,Checking,Pending
A00348,C00348,B00029,525427,2015-02-10,Savings,Closed
A00349,C00349,B00042,666018,2016-03-03,Checking,Active
A00350,C00350,B00004,737901,2021-12-10,Checking,Closed
A00351,C00351,B00012,169611,2020-03-01,Checking,Active
A00352,C00352,B00006,739489,2019-01-24,Checking,Closed
A00353,C00353,B00042,355022,2015-12-08,Savings,Closed
A00354,C00354,B00023,922107,2021-06-21,Savings,Active
A00355,C00355,B00032,459699,2021-08-29,Checking,Active
A00356,C00356,B00030,693878,2022-01-20,Savings,Pending
A00357,C00357,B00024,954351,2015-02-10,Checking,Closed
A00358,C00358,B00036,502495,2023-03-14,Savings,Closed
A00359,C00359,B00025,475933,2017-01-15,Savings,Pending
A00360,C00360,B00049,313036,2015-10-22,Checking,Closed
A00361,C00361,B00032,886409,2023-04-02,Savings,Pending
A00362,C00362,B00030,818071,2019-03-17,Checking,Pending
A00363,C00363,B00030,328765,2016-11-10,Checking,Closed
A00364,C00364,B00031,799346,2014-05-18,Savings,Pending
A00365,C00365,B00036,680469,2016-12-10,Checking,Pending
A00366,C00366,B00010,630657,2022-10-19,Fixed Deposit,Closed
A00367,C00367,B00045,998385,2018-09-25,Checking,Pending
A00368,C00368,B00049,666127,2022-06-23,Savings,Active
A00369,C00369,B00024,59330,2019-02-16,Savings,Pending
A00370,C00370,B00021,32578,2021-11-10,Savings,Closed
A00371,C00371,B00028,691874,2019-03-28,Fixed Deposit,Closed
A00372,C00372,B00018,752311,2017-04-03,Fixed Deposit,Active
A00373,C00373,B00047,338059,2023-06-14,Checking,Closed
A00374,C00374,B00047,672694,2016-05-28,Savings,Pending
A00375,C00375,B00021,278672,2019-06-14,Checking,Closed
A00376,C00376,B00040,767736,2017-06-02,Savings,Active
A00377,C00377,B00023,345559,2021-04-15,Checking,Closed
A00378,C00378,B00046,301107,2017-02-08,Checking,Active
A00379,C00379,B00003,643186,2014-09-13,Savings,Pending
A00380,C00380,B00014,277736,2021-03-27,Checking,Closed
A00381,C00381,B00025,414306,2016-03-22,Savings,Closed
A00382,C00382,B00032,109710,2015-05-11,Savings,Closed
A00383,C00383,B00036,948998,2019-02-03,Fixed Deposit,Pending
A00384,C00384,B00040,195105,2014-11-03,Savings,Closed
A00385,C00385,B00047,840170,2015-09-06,Checking,Active
A00386,C00386,B00039,992156,2014-02-03,Savings,Active
A00387,C00387,B00005,463410,2020-08-24,Checking,Closed
A00388,C00388,B00031,387173,2018-01-25,Savings,Pending
A00389,C00389,B00044,525853,2022-04-23,Savings,Pending
A00390,C00390,B00004,515385,2020-06-12,Checking,Active
A00391,C00391,B00029,784213,2022-07-24,Fixed Deposit,Pending
A00392,C00392,B00006,438601,2015-01-31,Fixed Deposit,Closed
A00393,C00393,B00030,160303,2020-05-31,Fixed Deposit,Pending
A00394,C00394,B00049,633256,2019-03-03,Checking,Active
A00395,C00395,B00026,70262,2022-12-15,Fixed Deposit,Active
A00396,C00396,B00015,22685,2016-04-22,Checking,Closed
A00397,C00397,B00043,806958,2016-03-11,Savings,Pending
A00398,C00398,B00028,698160,2016-02-24,Savings,Pending
A00399,C00399,B00017,525476,2022-02-01,Fixed Deposit,Closed
A00400,C00400,B00019,389621,2014-03-28,Checking,Closed
A00401,C00401,B00007,270882,2014-09-30,Checking,Active
A00402,C00402,B00002,744153,2019-10-14,Checking,Pending
A00403,C00403,B00003,344302,2020-05-23,Checking,Closed
A00404,C00404,B00042,431501,2016-01-01,Savings,Active
A00405,C00405,B00005,884414,2016-08-27,Fixed Deposit,Closed
A00406,C00406,B00043,948547,2016-06-29,Fixed Deposit,Active
A00407,C00407,B00022,327795,2018-04-11,Savings,Pending
A00408,C00408,B00027,917212,2019-07-11,Fixed Deposit,Pending
A00409,C00409,B00015,681944,2017-07-10,Fixed Deposit,Pending
A00410,C00410,B00049,195506,2022-10-21,Savings,Active
A00411,C00411,B00007,614209,2023-01-18,Savings,Closed
A00412,C00412,B00003,212704,2016-07-31,Fixed Deposit,Active
A00413,C00413,B00037,507282,2014-05-14,Savings,Pending
A00414,C00414,B00002,191231,2021-12-23,Fixed Deposit,Closed
A00415,C00415,B00018,188450,2021-07-04,Savings,Closed
A00416,C00416,B00020,27497,2021-01-03,Fixed Deposit,Closed
A00417,C00417,B00016,57636,2016-12-21,Fixed Deposit,Closed
A00418,C00418,B00002,731447,2021-11-11,Savings,Closed
A00419,C00419,B00040,394780,2018-07-30,Savings,Active
A00420,C00420,B00023,394341,2021-11-11,Fixed Deposit,Pending
A00421,C00421,B00036,519915,2021-03-31,Fixed Deposit,Active
A00422,C00422,B00032,459932,2014-08-24,Checking,Active
A00423,C00423,B00031,619604,2021-06-03,Checking,Pending
A00424,C00424,B00043,751953,2018-12-31,Savings,Closed
A00425,C00425,B00022,628002,2020-09-27,Savings,Closed
A00426,C00426,B00037,763117,2014-07-09,Checking,Active
A00427,C00427,B00026,484921,2015-09-14,Fixed Deposit,Pending
A00428,C00428,B00002,46479,2022-10-03,Savings,Closed
A00429,C00429,B00002,118738,2016-10-22,Checking,Pending
A00430,C00430,B00036,464761,2019-02-13,Checking,Pending
A00431,C00431,B00006,22456,2018-04-02,Checking,Pending
A00432,C00432,B00034,842055,2020-10-02,Savings,Closed
A00433,C00433,B00015,113178,2019-04-09,Savings,Pending
A00434,C00434,B00042,81928,2015-10-23,Savings,Pending
A00435,C00435,B00015,814111,2014-04-16,Fixed Deposit,Active
A00436,C00436,B00031,864787,2021-07-28,Checking,Active
A00437,C00437,B00022,228566,2023-04-15,Checking,Closed
A00438,C00438,B00001,701019,2021-04-27,Checking,Active
A00439,C00439,B00038,682918,2022-05-13,Savings,Closed
A00440,C00440,B00009,55321,2019-08-03,Savings,Closed
A00441,C00441,B00003,617839,2022-09-06,Checking,Closed
A00442,C00442,B00049,506073,2019-08-27,Checking,Pending
A00443,C00443,B00049,190707,2021-02-12,Savings,Closed
A00444,C00444,B00003,679583,2020-09-11,Checking,Active
A00445,C00445,B00036,708091,2018-09-05,Savings,Pending
A00446,C00446,B00039,244223,2023-06-28,Checking,Closed
A00447,C00447,B00032,98118,2021-03-21,Savings,Closed
A00448,C00448,B00049,269579,2014-06-25,Checking,Active
A00449,C00449,B00021,327442,2019-12-13,Fixed Deposit,Active
A00450,C00450,B00004,291698,2014-02-27,Fixed Deposit,Active
A00451,C00451,B00049,445660,2014-02-16,Savings,Active
A00452,C00452,B00049,597902,2015-06-24,Checking,Pending
A00453,C00453,B00019,814179,2019-04-07,Fixed Deposit,Active
A00454,C00454,B00017,174003,2019-08-05,Checking,Closed
A00455,C00455,B00035,629805,2018-10-28,Checking,Active
A00456,C00456,B00048,839677,2014-12-17,Fixed Deposit,Pending
A00457,C00457,B00030,562633,2016-01-01,Checking,Pending
A00458,C00458,B00050,247528,2016-02-09,Savings,Closed
A00459,C00459,B00001,225991,2023-01-28,Savings,Active
A00460,C00460,B00002,857565,2014-07-01,Fixed Deposit,Active
A00461,C00461,B00040,212906,2015-06-15,Savings,Active
A00462,C00462,B00013,761344,2014-09-20,Fixed Deposit,Pending
A00463,C00463,B00022,775592,2016-07-08,Fixed Deposit,Active
A00464,C00464,B00025,656747,2016-07-21,Checking,Active
A00465,C00465,B00044,731456,2021-01-20,Savings,Active
A00466,C00466,B00017,198748,2016-01-12,Checking,Closed
A00467,C00467,B00027,103389,2014-08-29,Savings,Closed
A00468,C00468,B00002,350991,2018-12-30,Fixed Deposit,Active
A00469,C00469,B00019,345649,2016-04-18,Savings,Closed
A00470,C00470,B00034,933966,2017-11-23,Savings,Active
A00471,C00471,B00016,426918,2018-07-12,Fixed Deposit,Pending
A00472,C00472,B00042,831745,2023-02-24,Savings,Pending
A00473,C00473,B00025,301318,2016-05-27,Savings,Pending
A00474,C00474,B00019,227420,2020-06-04,Fixed Deposit,Closed
A00475,C00475,B00010,40216,2023-05-03,Checking,Active
A00476,C00476,B00034,476031,2018-03-21,Checking,Pending
A00477,C00477,B00010,697607,2021-05-25,Savings,Closed
A00478,C00478,B00009,910804,2015-07-26,Fixed Deposit,Active
A00479,C00479,B00036,894095,2018-01-09,Savings,Active
A00480,C00480,B00038,976137,2014-08-08,Fixed Deposit,Pending
A00481,C00481,B00005,377342,2013-11-26,Checking,Active
A00482,C00482,B00031,775962,2020-05-18,Fixed Deposit,Pending
A00483,C00483,B00019,674487,2020-11-03,Savings,Closed
A00484,C00484,B00039,176549,2015-07-21,Savings,Pending
A00485,C00485,B00008,712172,2020-02-25,Savings,Pending
A00486,C00486,B00023,707051,2016-07-26,Checking,Active
A00487,C00487,B00031,969827,2013-12-24,Savings,Pending
A00488,C00488,B00046,409801,2013-12-18,Fixed Deposit,Active
A00489,C00489,B00008,67887,2019-06-26,Savings,Active
A00490,C00490,B00038,360621,2015-05-19,Checking,Closed
A00491,C00491,B00018,602721,2018-09-12,Fixed Deposit,Active
A00492,C00492,B00003,606868,2020-01-22,Savings,Active
A00493,C00493,B00021,359787,2014-03-17,Savings,Active
A00494,C00494,B00041,825745,2015-06-05,Checking,Closed
A00495,C00495,B00026,696866,2022-09-28,Checking,Pending
A00496,C00496,B00001,979833,2022-02-03,Fixed Deposit,Closed
A00497,C00497,B00047,258349,2019-09-29,Fixed Deposit,Pending
A00498,C00498,B00030,963017,2017-08-27,Savings,Closed
A00499,C00499,B00050,799620,2021-12-12,Fixed Deposit,Active
A00500,C00500,B00015,954364,2019-05-29,Fixed Deposit,Active
A00501,C00501,B00050,593166,2020-10-26,Fixed Deposit,Closed
A00502,C00502,B00007,492432,2021-07-15,Fixed Deposit,Active
A00503,C00503,B00039,619591,2018-09-16,Checking,Pending
A00504,C00504,B00044,955530,2019-04-06,Savings,Pending
A00505,C00505,B00024,727402,2019-09-17,Checking,Closed
A00506,C00506,B00006,347458,2014-06-13,Checking,Pending
A00507,C00507,B00046,211676,2019-01-07,Savings,Closed
A00508,C00508,B00010,27241,2020-04-15,Savings,Active
A00509,C00509,B00006,104998,2016-06-18,Savings,Active
A00510,C00510,B00002,674061,2014-01-13,Savings,Pending
A00511,C00511,B00001,260515,2019-12-10,Checking,Active
A00512,C00512,B00035,527249,2020-05-18,Savings,Closed
A00513,C00513,B00019,573539,2014-04-24,Fixed Deposit,Closed
A00514,C00514,B00044,35237,2019-09-11,Savings,Closed
A00515,C00515,B00042,824612,2020-06-21,Checking,Pending
A00516,C00516,B00022,501802,2023-01-17,Checking,Active
A00517,C00517,B00039,414854,2015-12-16,Checking,Pending
A00518,C00518,B00036,371465,2019-12-06,Savings,Closed
A00519,C00519,B00037,374068,2020-04-17,Fixed Deposit,Closed
A00520,C00520,B00017,801837,2020-01-08,Checking,Closed
A00521,C00521,B00043,290443,2014-11-02,Checking,Closed
A00522,C00522,B00049,258225,2016-12-11,Fixed Deposit,Closed
A00523,C00523,B00014,598891,2017-09-04,Checking,Active
A00524,C00524,B00021,419398,2015-10-23,Savings,Closed
A00525,C00525,B00030,801145,2017-06-08,Savings,Pending
A00526,C00526,B00015,321413,2022-09-01,Savings,Closed
A00527,C00527,B00042,825003,2017-02-19,Fixed Deposit,Active
A00528,C00528,B00004,648547,2015-12-17,Savings,Active
A00529,C00529,B00002,467519,2023-04-05,Checking,Pending
A00530,C00530,B00046,153513,2014-02-17,Checking,Pending
A00531,C00531,B00014,902448,2023-08-09,Savings,Pending
A00532,C00532,B00011,800992,2015-01-01,Savings,Pending
A00533,C00533,B00025,878525,2015-10-22,Savings,Closed
A00534,C00534,B00020,301269,2014-07-29,Savings,Closed
A00535,C00535,B00038,419959,2018-06-05,Checking,Closed
A00536,C00536,B00046,371839,2022-11-22,Savings,Closed
A00537,C00537,B00016,979032,2019-03-20,Fixed Deposit,Active
A00538,C00538,B00023,3732,2023-06-25,Savings,Active
A00539,C00539,B00050,515971,2017-01-12,Checking,Closed
A00540,C00540,B00013,117581,2022-06-26,Checking,Pending
A00541,C00541,B00006,112160,2018-07-01,Checking,Active
A00542,C00542,B00042,113401,2021-05-31,Checking,Closed
A00543,C00543,B00004,468502,2018-08-06,Checking,Active
A00544,C00544,B00002,898076,2019-09-27,Checking,Pending
A00545,C00545,B00009,51050,2018-10-04,Fixed Deposit,Pending
A00546,C00546,B00017,527257,2021-12-30,Fixed Deposit,Closed
A00547,C00547,B00037,986363,2014-04-18,Checking,Pending
A00548,C00548,B00042,774486,2014-01-09,Fixed Deposit,Active
A00549,C00549,B00032,509366,2013-12-31,Savings,Pending
A00550,C00550,B00029,960854,2018-12-23,Fixed Deposit,Closed
A00551,C00551,B00036,305146,2022-11-16,Checking,Closed
A00552,C00552,B00044,746956,2023-08-18,Fixed Deposit,Closed
A00553,C00553,B00030,155099,2014-09-28,Savings,Active
A00554,C00554,B00007,884441,2023-08-18,Checking,Pending
A00555,C00555,B00016,493118,2020-09-17,Checking,Pending
A00556,C00556,B00038,115928,2017-06-01,Checking,Closed
A00557,C00557,B00021,3046,2020-11-28,Savings,Pending
A00558,C00558,B00045,100212,2017-11-13,Checking,Active
A00559,C00559,B00006,335821,2021-04-02,Checking,Pending
A00560,C00560,B00030,745847,2016-06-25,Checking,Closed
A00561,C00561,B00015,764698,2018-07-14,Checking,Pending
A00562,C00562,B00030,467822,2014-11-09,Savings,Pending
A00563,C00563,B00037,898946,2015-03-08,Fixed Deposit,Closed
A00564,C00564,B00004,848082,2017-12-08,Fixed Deposit,Closed
A00565,C00565,B00006,583424,2013-10-26,Fixed Deposit,Closed
A00566,C00566,B00022,145384,2018-09-18,Fixed Deposit,Closed
A00567,C00567,B00040,634726,2015-08-24,Savings,Pending
A00568,C00568,B00032,559108,2020-02-22,Savings,Closed
A00569,C00569,B00018,256259,2017-08-13,Checking,Active
A00570,C00570,B00013,38740,2015-01-26,Fixed Deposit,Pending
A00571,C00571,B00025,625708,2022-09-21,Checking,Closed
A00572,C00572,B00047,119641,2014-08-31,Fixed Deposit,Active
A00573,C00573,B00039,851503,2019-02-25,Fixed Deposit,Closed
A00574,C00574,B00021,347096,2021-10-18,Checking,Pending
A00575,C00575,B00038,910107,2018-12-06,Fixed Deposit,Closed
A00576,C00576,B00030,116514,2017-05-28,Checking,Closed
A00577,C00577,B00034,429942,2016-07-01,Fixed Deposit,Active
A00578,C00578,B00024,332234,2020-03-15,Checking,Closed
A00579,C00579,B00006,98977,2014-05-10,Checking,Pending
A00580,C00580,B00017,223312,2020-05-03,Fixed Deposit,Active
A00581,C00581,B00032,382089,2021-07-30,Fixed Deposit,Closed
A00582,C00582,B00031,311801,2018-10-27,Savings,Closed
A00583,C00583,B00044,737143,2021-01-07,Checking,Pending
A00584,C00584,B00002,403424,2021-03-25,Checking,Closed
A00585,C00585,B00010,347730,2021-11-23,Checking,Active
A00586,C00586,B00026,148186,2017-03-26,Fixed Deposit,Closed
A00587,C00587,B00039,735331,2016-08-24,Fixed Deposit,Pending
A00588,C00588,B00040,738154,2021-04-10,Checking,Pending
A00589,C00589,B00004,399785,2015-11-08,Savings,Pending
A00590,C00590,B00015,621067,2015-04-20,Checking,Pending
A00591,C00591,B00008,693207,2018-08-30,Savings,Pending
A00592,C00592,B00035,209249,2016-11-09,Savings,Active
A00593,C00593,B00020,521411,2014-08-21,Fixed Deposit,Closed
A00594,C00594,B00013,302003,2015-11-19,Fixed Deposit,Pending
A00595,C00595,B00004,261275,2013-10-27,Checking,Closed
A00596,C00596,B00039,207513,2016-05-01,Fixed Deposit,Closed
A00597,C00597,B00004,128832,2016-06-06,Fixed Deposit,Active
A00598,C00598,B00025,239520,2020-08-29,Checking,Active
A00599,C00599,B00003,887171,2021-04-16,Fixed Deposit,Closed
A00600,C00600,B00031,848357,2015-05-28,Savings,Closed
A00601,C00601,B00021,901194,2017-08-22,Checking,Active
A00602,C00602,B00041,851618,2019-12-19,Checking,Active
A00603,C00603,B00045,100778,2014-11-01,Fixed Deposit,Active
A00604,C00604,B00020,300368,2015-07-04,Savings,Active
A00605,C00605,B00018,538383,2020-12-25,Savings,Closed
A00606,C00606,B00040,946338,2015-10-21,Checking,Pending
A00607,C00607,B00035,340045,2022-06-09,Checking,Active
A00608,C00608,B00023,802028,2015-01-17,Fixed Deposit,Active
A00609,C00609,B00042,729980,2020-06-16,Fixed Deposit,Active
A00610,C00610,B00014,383073,2017-10-27,Savings,Active
A00611,C00611,B00028,350398,2020-02-26,Savings,Closed
A00612,C00612,B00039,239506,2017-10-08,Fixed Deposit,Active
A00613,C00613,B00050,258427,2017-11-24,Checking,Active
A00614,C00614,B00047,898187,2018-11-17,Checking,Pending
A00615,C00615,B00012,481933,2016-11-12,Fixed Deposit,Pending
A00616,C00616,B00021,604018,2015-01-09,Fixed Deposit,Active
A00617,C00617,B00033,432713,2020-03-05,Checking,Closed
A00618,C00618,B00016,993675,2018-05-22,Fixed Deposit,Pending
A00619,C00619,B00037,221298,2016-09-12,Checking,Active
A00620,C00620,B00016,872171,2016-08-06,Savings,Active
A00621,C00621,B00048,714682,2017-09-10,Fixed Deposit,Active
A00622,C00622,B00043,687917,2017-10-26,Fixed Deposit,Closed
A00623,C00623,B00031,19976,2014-01-08,Savings,Pending
A00624,C00624,B00033,679307,2018-06-22,Savings,Closed
A00625,C00625,B00041,988602,2022-08-02,Fixed Deposit,Active
A00626,C00626,B00033,822519,2014-10-19,Checking,Active
A00627,C00627,B00019,467492,2021-12-28,Fixed Deposit,Closed
A00628,C00628,B00041,577305,2023-01-08,Fixed Deposit,Closed
A00629,C00629,B00010,241356,2014-04-30,Checking,Pending
A00630,C00630,B00045,320579,2018-08-05,Fixed Deposit,Closed
A00631,C00631,B00023,123711,2017-05-18,Fixed Deposit,Active
A00632,C00632,B00032,307080,2022-07-24,Checking,Closed
A00633,C00633,B00046,928989,2021-08-18,Savings,Active
A00634,C00634,B00014,207084,2019-02-09,Fixed Deposit,Closed
A00635,C00635,B00037,894663,2021-05-06,Checking,Active
A00636,C00636,B00046,80192,2019-11-09,Fixed Deposit,Pending
A00637,C00637,B00020,53685,2016-07-27,Fixed Deposit,Closed
A00638,C00638,B00050,208264,2020-08-07,Checking,Closed
A00639,C00639,B00035,452258,2021-07-16,Checking,Closed
A00640,C00640,B00035,322870,2016-06-09,Savings,Closed
A00641,C00641,B00043,238301,2017-08-09,Fixed Deposit,Active
A00642,C00642,B00023,458214,2017-10-21,Checking,Active
A00643,C00643,B00045,392467,2020-05-23,Savings,Closed
A00644,C00644,B00002,715443,2018-07-16,Checking,Pending
A00645,C00645,B00022,830654,2016-01-24,Fixed Deposit,Closed
A00646,C00646,B00002,141290,2017-03-28,Checking,Active
A00647,C00647,B00040,699168,2020-03-16,Fixed Deposit,Closed
A00648,C00648,B00024,497260,2023-05-27,Fixed Deposit,Active
A00649,C00649,B00023,991119,2016-10-30,Fixed Deposit,Active
A00650,C00650,B00035,556955,2019-05-07,Savings,Active
A00651,C00651,B00041,608279,2018-03-13,Checking,Pending
A00652,C00652,B00039,737699,2017-04-16,Savings,Active
A00653,C00653,B00017,782804,2022-04-29,Checking,Active
A00654,C00654,B00040,121807,2014-10-27,Savings,Pending
A00655,C00655,B00015,151154,2018-07-15,Checking,Closed
A00656,C00656,B00024,493279,2016-05-11,Fixed Deposit,Pending
A00657,C00657,B00010,336581,2014-12-26,Checking,Closed
A00658,C00658,B00006,88328,2023-03-18,Fixed Deposit,Closed
A00659,C00659,B00039,847658,2017-09-27,Fixed Deposit,Pending
A00660,C00660,B00020,526516,2016-02-09,Savings,Active
A00661,C00661,B00033,718369,2014-07-25,Fixed Deposit,Active
A00662,C00662,B00050,554361,2018-08-16,Checking,Closed
A00663,C00663,B00050,412557,2023-07-22,Checking,Pending
A00664,C00664,B00018,732429,2019-11-06,Checking,Closed
A00665,C00665,B00046,263522,2020-10-24,Checking,Pending
A00666,C00666,B00027,118784,2016-04-06,Savings,Pending
A00667,C00667,B00003,75263,2019-07-09,Fixed Deposit,Pending
A00668,C00668,B00042,985277,2018-04-07,Checking,Active
A00669,C00669,B00027,716535,2014-10-20,Fixed Deposit,Closed
A00670,C00670,B00019,680084,2017-07-12,Checking,Pending
A00671,C00671,B00008,326329,2022-11-16,Checking,Active
A00672,C00672,B00004,38792,2016-01-26,Checking,Active
A00673,C00673,B00031,861174,2017-11-04,Fixed Deposit,Pending
A00674,C00674,B00005,20328,2023-07-24,Fixed Deposit,Pending
A00675,C00675,B00001,244912,2019-09-15,Savings,Active
A00676,C00676,B00006,825421,2018-04-04,Savings,Active
A00677,C00677,B00027,60137,2022-05-26,Savings,Closed
A00678,C00678,B00016,990076,2016-02-26,Savings,Pending
A00679,C00679,B00015,319577,2023-07-11,Fixed Deposit,Pending
A00680,C00680,B00050,69269,2022-07-11,Savings,Active
A00681,C00681,B00030,529316,2020-03-09,Fixed Deposit,Pending
A00682,C00682,B00027,73265,2014-06-24,Checking,Active
A00683,C00683,B00010,404145,2020-03-04,Checking,Active
A00684,C00684,B00017,704920,2021-06-19,Fixed Deposit,Pending
A00685,C00685,B00045,530003,2022-05-14,Checking,Closed
A00686,C00686,B00040,418905,2013-12-04,Fixed Deposit,Active
A00687,C00687,B00047,926394,2017-12-22,Savings,Active
A00688,C00688,B00030,584018,2019-03-13,Fixed Deposit,Closed
A00689,C00689,B00029,842365,2017-06-26,Checking,Closed
A00690,C00690,B00001,83291,2018-08-27,Savings,Pending
A00691,C00691,B00031,123990,2020-07-16,Savings,Active
A00692,C00692,B00029,467547,2023-04-11,Savings,Closed
A00693,C00693,B00030,980303,2021-05-25,Savings,Pending
A00694,C00694,B00044,833585,2017-07-12,Fixed Deposit,Closed
A00695,C00695,B00045,56580,2022-01-24,Fixed Deposit,Active
A00696,C00696,B00022,361398,2016-03-05,Checking,Pending
A00697,C00697,B00046,628296,2017-07-21,Checking,Active
A00698,C00698,B00014,652918,2015-09-17,Fixed Deposit,Active
A00699,C00699,B00037,134546,2015-09-10,Savings,Active
A00700,C00700,B00047,633588,2020-04-29,Savings,Closed
A00701,C00701,B00038,58921,2014-12-10,Fixed Deposit,Closed
A00702,C00702,B00036,18903,2017-12-06,Savings,Active
A00703,C00703,B00012,558578,2022-04-30,Fixed Deposit,Active
A00704,C00704,B00032,530618,2016-04-07,Fixed Deposit,Closed
A00705,C00705,B00031,822150,2021-03-25,Checking,Pending
A00706,C00706,B00039,670354,2019-08-05,Savings,Closed
A00707,C00707,B00048,317766,2023-08-13,Savings,Pending
A00708,C00708,B00014,66761,2022-08-03,Savings,Pending
A00709,C00709,B00018,917445,2016-09-05,Checking,Closed
A00710,C00710,B00021,810425,2014-05-27,Fixed Deposit,Pending
A00711,C00711,B00020,679782,2021-07-09,Savings,Closed
A00712,C00712,B00041,749732,2019-07-16,Fixed Deposit,Closed
A00713,C00713,B00008,685003,2022-04-23,Checking,Pending
A00714,C00714,B00043,264279,2018-11-22,Checking,Active
A00715,C00715,B00016,242309,2017-06-25,Checking,Pending
A00716,C00716,B00030,258931,2017-12-05,Checking,Closed
A00717,C00717,B00001,360924,2015-10-02,Savings,Active
A00718,C00718,B00017,631402,2020-07-10,Checking,Closed
A00719,C00719,B00002,121828,2019-10-27,Fixed Deposit,Closed
A00720,C00720,B00014,432805,2021-03-04,Fixed Deposit,Closed
A00721,C00721,B00009,538873,2017-06-05,Savings,Closed
A00722,C00722,B00013,623762,2017-12-25,Fixed Deposit,Active
A00723,C00723,B00017,699936,2015-04-15,Savings,Active
A00724,C00724,B00044,717218,2023-06-26,Fixed Deposit,Closed
A00725,C00725,B00041,34704,2017-04-29,Fixed Deposit,Active
A00726,C00726,B00029,513353,2017-01-24,Checking,Pending
A00727,C00727,B00032,607227,2017-05-29,Fixed Deposit,Active
A00728,C00728,B00039,972038,2018-06-01,Fixed Deposit,Active
A00729,C00729,B00028,181223,2015-08-26,Savings,Closed
A00730,C00730,B00031,480777,2018-11-12,Checking,Pending
A00731,C00731,B00007,248058,2016-10-25,Savings,Pending
A00732,C00732,B00033,554251,2022-07-19,Savings,Pending
A00733,C00733,B00028,486617,2016-04-30,Checking,Active
A00734,C00734,B00030,866336,2018-12-14,Savings,Closed
A00735,C00735,B00003,340806,2020-09-23,Fixed Deposit,Closed
A00736,C00736,B00009,602333,2020-02-20,Checking,Closed
A00737,C00737,B00030,113803,2014-11-05,Savings,Pending
A00738,C00738,B00044,999319,2023-02-23,Savings,Pending
A00739,C00739,B00011,40593,2014-07-04,Fixed Deposit,Closed
A00740,C00740,B00026,403030,2016-09-28,Checking,Active
A00741,C00741,B00026,381388,2021-08-28,Savings,Closed
A00742,C00742,B00041,896062,2018-09-22,Savings,Pending
A00743,C00743,B00047,487756,2020-08-09,Checking,Pending
A00744,C00744,B00044,368487,2023-07-19,Checking,Active
A00745,C00745,B00015,601483,2016-07-30,Checking,Pending
A00746,C00746,B00029,121855,2013-12-19,Savings,Pending
A00747,C00747,B00034,692540,2016-11-03,Savings,Active
A00748,C00748,B00024,426828,2014-12-23,Fixed Deposit,Closed
A00749,C00749,B00011,26077,2022-05-12,Savings,Pending
A00750,C00750,B00019,507788,2020-06-25,Fixed Deposit,Pending
A00751,C00751,B00010,872267,2014-03-24,Checking,Active
A00752,C00752,B00038,358504,2018-08-12,Fixed Deposit,Active
A00753,C00753,B00033,899877,2022-06-01,Savings,Active
A00754,C00754,B00038,46875,2015-02-22,Savings,Closed
A00755,C00755,B00012,981764,2019-10-12,Checking,Active
A00756,C00756,B00039,365739,2022-07-23,Savings,Pending
A00757,C00757,B00035,708029,2014-01-18,Fixed Deposit,Pending
A00758,C00758,B00042,331535,2019-10-11,Checking,Active
A00759,C00759,B00046,257216,2023-06-08,Fixed Deposit,Active
A00760,C00760,B00004,713096,2018-11-03,Checking,Pending
A00761,C00761,B00031,508965,2018-08-10,Fixed Deposit,Pending
A00762,C00762,B00001,109451,2019-01-16,Checking,Closed
A00763,C00763,B00046,808351,2014-03-01,Checking,Pending
A00764,C00764,B00016,945670,2021-06-28,Fixed Deposit,Closed
A00765,C00765,B00049,134593,2016-12-10,Checking,Pending
A00766,C00766,B00004,209094,2013-12-02,Fixed Deposit,Pending
A00767,C00767,B00045,962449,2020-07-17,Fixed Deposit,Pending
A00768,C00768,B00018,907695,2021-06-15,Checking,Pending
A00769,C00769,B00027,627667,2022-07-18,Savings,Pending
A00770,C00770,B00004,303190,2019-04-14,Fixed Deposit,Closed
A00771,C00771,B00050,679775,2021-07-06,Savings,Pending
A00772,C00772,B00012,702750,2021-06-16,Checking,Pending
A00773,C00773,B00024,384194,2020-02-09,Fixed Deposit,Pending
