TRANSCATION_ID,ACCOUNT_ID,TRANSCATION_DATE,TRANSCATION_MEDIA,TRANSCATION_TYPE,TRANSCATION_AMOUNT
T01937,A00780,2018-10-21,Debit_Card,Withdrawal,31396
T01938,A00026,2019-05-29,Cash,Transfer,19855
T01939,A00791,2023-01-08,Cash,Transfer,66197
T01940,A00304,2015-06-21,Credit_Card,Withdrawal,39816
T01941,A00470,2019-09-19,Credit_Card,Withdrawal,27749
T01942,A00155,2023-04-04,Check,Transfer,75667
T01943,A00005,2022-10-09,Check,Deposit,52124
T01944,A00809,2016-10-04,Check,Transfer,47118
T01945,A00191,2017-12-26,Check,Transfer,4141
T01946,A00297,2018-12-17,Cash,Deposit,97595
T01947,A00427,2022-02-10,Debit_Card,Withdrawal,13391
T01948,A00299,2016-09-14,Check,Transfer,99334
T01949,A00738,2016-01-02,Credit_Card,Deposit,64652
T01950,A00731,2021-02-07,Debit_Card,Transfer,32757
T01951,A00277,2019-08-18,Debit_Card,Withdrawal,87992
T01952,A00525,2015-10-13,Check,Transfer,57699
T01953,A00024,2016-06-22,Cash,Withdrawal,9539
T01954,A00387,2016-03-01,Debit_Card,Transfer,87900
T01955,A00949,2023-02-17,Check,Withdrawal,75045
T01956,A00701,2021-01-05,Cash,Transfer,92832
T01957,A00230,2017-04-19,Credit_Card,Transfer,97674
T01958,A00822,2014-12-16,Credit_Card,Transfer,56344
T01959,A00841,2019-10-02,Credit_Card,Transfer,12331
T01960,A00269,2021-06-28,Check,Purchase,71400
T01961,A00666,2020-08-07,Debit_Card,Deposit,24307
T01962,A00781,2020-05-23,Credit_Card,Deposit,23555
T01963,A00754,2017-02-19,Debit_Card,Transfer,1969
T01964,A00999,2018-11-21,Credit_Card,Purchase,30768
T01965,A00335,2015-07-28,Credit_Card,Purchase,6024
T01966,A00834,2015-10-15,Debit_Card,Deposit,71123
T01967,A00721,2023-06-06,Cash,Deposit,12754
T01968,A00127,2020-11-21,Check,Withdrawal,95143
T01969,A00013,2019-03-07,Check,Deposit,41700
T01970,A00469,2020-06-22,Credit_Card,Transfer,12286
T01971,A00069,2019-02-10,Debit_Card,Deposit,2109
T01972,A00991,2018-07-27,Cash,Transfer,98865
T01973,A00042,2017-03-07,Check,Withdrawal,63408
T01974,A00234,2018-06-01,Check,Purchase,59342
T01975,A00371,2018-08-30,Check,Purchase,45190
T01976,A00262,2018-03-17,Cash,Transfer,90971
T01977,A00276,2016-04-20,Debit_Card,Transfer,55363
T01978,A00336,2021-04-22,Debit_Card,Withdrawal,89680
T01979,A00658,2015-02-27,Debit_Card,Transfer,10140
T01980,A00272,2021-09-20,Check,Deposit,28962
T01981,A00658,2018-05-21,Cash,Purchase,55222
T01982,A00333,2021-07-24,Debit_Card,Deposit,23789
T01983,A00640,2021-03-18,Credit_Card,Deposit,61276
T01984,A00131,2014-01-03,Credit_Card,Deposit,2923
T01985,A00208,2023-08-14,Cash,Withdrawal,2456
T01986,A00965,2018-05-08,Check,Withdrawal,22374
T01987,A00119,2018-09-23,Cash,Withdrawal,86322
T01988,A00403,2016-07-08,Credit_Card,Withdrawal,67332
T01989,A00341,2020-01-29,Check,Withdrawal,71760
T01990,A00606,2015-06-08,Check,Purchase,68178
T01991,A00462,2018-12-12,Check,Purchase,3066
T01992,A00394,2014-04-24,Debit_Card,Purchase,70966
T01993,A00088,2022-08-08,Credit_Card,Withdrawal,50772
T01994,A00863,2022-11-14,Credit_Card,Transfer,73274
T01995,A00065,2018-07-04,Cash,Purchase,48888
T01996,A00313,2020-05-15,Cash,Purchase,12055
T01997,A00585,2014-08-05,Credit_Card,Transfer,8581
T01998,A00145,2018-11-23,Cash,Deposit,57671
T01999,A00068,2021-06-11,Check,Deposit,39576
T02000,A00280,2018-05-24,Debit_Card,Transfer,21814
T02001,A00092,2017-10-28,Check,Deposit,80133
T02002,A00309,2016-06-29,Cash,Deposit,64034
T02003,A00001,2013-11-09,Credit_Card,Purchase,56060
T02004,A00133,2017-08-24,Cash,Deposit,64264
T02005,A00365,2018-06-25,Cash,Deposit,43576
T02006,A00851,2021-04-16,Credit_Card,Withdrawal,47664
T02007,A00273,2015-06-15,Check,Withdrawal,95802
T02008,A00597,2017-02-10,Check,Deposit,59881
T02009,A00453,2018-07-14,Debit_Card,Withdrawal,62768
T02010,A00720,2023-04-05,Cash,Transfer,60585
T02011,A00145,2014-10-13,Cash,Deposit,29899
T02012,A00746,2022-12-20,Debit_Card,Deposit,51313
T02013,A00472,2019-07-15,Check,Transfer,641
T02014,A00123,2017-10-17,Check,Withdrawal,53531
T02015,A00335,2020-12-20,Cash,Purchase,15540
T02016,A00268,2022-01-05,Cash,Withdrawal,30885
T02017,A00346,2022-11-13,Check,Withdrawal,28804
T02018,A00266,2021-05-12,Cash,Purchase,48689
T02019,A00973,2020-05-10,Credit_Card,Purchase,17525
T02020,A00867,2015-01-04,Debit_Card,Purchase,2344
T02021,A00201,2020-09-12,Cash,Purchase,99967
T02022,A00946,2019-11-29,Check,Purchase,58158
T02023,A00383,2017-06-25,Debit_Card,Purchase,95075
T02024,A00553,2021-10-19,Cash,Withdrawal,2729
T02025,A00254,2020-11-07,Check,Transfer,7355
T02026,A00545,2019-05-19,Debit_Card,Withdrawal,75764
T02027,A00243,2023-05-20,Cash,Transfer,55043
T02028,A00847,2022-05-24,Debit_Card,Purchase,31510
T02029,A00765,2018-11-01,Debit_Card,Purchase,64294
T02030,A00042,2020-07-15,Check,Purchase,87365
T02031,A00012,2015-09-24,Credit_Card,Withdrawal,84510
T02032,A00997,2014-08-31,Check,Deposit,63320
T02033,A00563,2019-09-21,Cash,Withdrawal,96834
T02034,A00582,2020-08-17,Credit_Card,Withdrawal,89284
T02035,A00345,2016-03-09,Cash,Transfer,28666
T02036,A00677,2021-05-04,Cash,Deposit,97112
T02037,A00696,2017-11-27,Credit_Card,Deposit,8104
T02038,A00498,2017-02-05,Debit_Card,Purchase,66445
T02039,A00332,2018-11-13,Debit_Card,Purchase,53160
T02040,A00688,2016-11-06,Credit_Card,Withdrawal,5553
T02041,A00744,2016-08-16,Check,Deposit,98529
T02042,A00429,2020-07-22,Check,Withdrawal,77557
T02043,A00680,2021-02-14,Credit_Card,Purchase,69657
T02044,A00372,2017-11-15,Debit_Card,Purchase,33458
T02045,A00711,2016-03-03,Cash,Transfer,23228
T02046,A00107,2016-02-13,Debit_Card,Withdrawal,86065
T02047,A00663,2020-05-03,Check,Purchase,53066
T02048,A00204,2018-09-06,Check,Withdrawal,21687
T02049,A00530,2018-11-17,Credit_Card,Deposit,83886
T02050,A00892,2019-10-05,Cash,Transfer,46895
T02051,A00671,2021-06-13,Cash,Deposit,12307
T02052,A00439,2020-10-31,Check,Withdrawal,68509
T02053,A00322,2016-09-12,Check,Transfer,43621
T02054,A00083,2017-02-01,Debit_Card,Transfer,77909
T02055,A00552,2019-07-13,Credit_Card,Transfer,95093
T02056,A00134,2014-12-07,Credit_Card,Deposit,89929
T02057,A00715,2021-10-04,Cash,Deposit,50513
T02058,A00048,2017-10-28,Cash,Purchase,86211
T02059,A00252,2021-06-03,Cash,Purchase,10171
T02060,A00676,2017-10-28,Cash,Transfer,65197
T02061,A00537,2021-04-07,Debit_Card,Transfer,73371
T02062,A00127,2016-06-22,Cash,Deposit,66751
T02063,A00718,2023-04-29,Debit_Card,Transfer,58635
T02064,A00559,2022-03-27,Debit_Card,Deposit,69767
T02065,A00916,2015-07-22,Check,Deposit,25456
T02066,A00813,2015-06-13,Credit_Card,Withdrawal,85775
T02067,A00960,2017-07-28,Check,Withdrawal,78216
T02068,A00363,2014-06-14,Check,Withdrawal,57576
T02069,A00681,2020-07-24,Cash,Transfer,16046
T02070,A00463,2015-04-28,Check,Purchase,5984
T02071,A00535,2014-01-01,Debit_Card,Deposit,64807
T02072,A00831,2015-01-17,Debit_Card,Deposit,60421
T02073,A00760,2022-02-04,Cash,Deposit,7125
T02074,A00700,2016-04-01,Check,Purchase,54497
T02075,A00242,2021-04-29,Cash,Purchase,41782
T02076,A00989,2019-05-26,Check,Deposit,87366
T02077,A00085,2023-02-17,Check,Withdrawal,7271
T02078,A00218,2022-06-12,Debit_Card,Deposit,630
T02079,A00539,2017-03-18,Credit_Card,Deposit,56156
T02080,A00196,2020-02-12,Debit_Card,Withdrawal,3554
T02081,A00897,2019-03-16,Check,Purchase,24963
T02082,A00425,2021-06-22,Debit_Card,Deposit,55134
T02083,A00397,2020-05-16,Check,Transfer,92710
T02084,A00654,2023-04-06,Cash,Withdrawal,73523
T02085,A00488,2021-02-13,Debit_Card,Withdrawal,22527
T02086,A00727,2015-08-09,Credit_Card,Transfer,35769
T02087,A00055,2014-10-01,Credit_Card,Transfer,7905
T02088,A00189,2022-01-09,Debit_Card,Deposit,58201
T02089,A00744,2014-07-31,Credit_Card,Deposit,53671
T02090,A00994,2015-12-23,Credit_Card,Withdrawal,91281
T02091,A00340,2017-10-27,Cash,Withdrawal,92046
T02092,A00779,2021-11-03,Credit_Card,Deposit,34905
T02093,A00549,2018-06-14,Check,Deposit,34379
T02094,A00261,2015-03-30,Cash,Transfer,93920
T02095,A00501,2022-03-24,Credit_Card,Transfer,65229
T02096,A00337,2021-06-01,Credit_Card,Purchase,5919
T02097,A00751,2017-07-12,Check,Withdrawal,47039
T02098,A00302,2017-07-21,Credit_Card,Withdrawal,66417
T02099,A00353,2015-03-14,Credit_Card,Transfer,7862
T02100,A00981,2014-01-24,Credit_Card,Transfer,55233
T02101,A00887,2020-03-19,Credit_Card,Deposit,87580
T02102,A00628,2016-10-08,Debit_Card,Purchase,81721
T02103,A00246,2016-06-14,Cash,Withdrawal,27976
T02104,A00440,2017-07-06,Debit_Card,Withdrawal,42419
T02105,A00648,2023-01-13,Cash,Withdrawal,55072
T02106,A00080,2014-09-04,Credit_Card,Deposit,5508
T02107,A00212,2019-05-09,Check,Withdrawal,13016
T02108,A00829,2018-06-29,Credit_Card,Transfer,63185
T02109,A00921,2016-12-02,Credit_Card,Purchase,52745
T02110,A00093,2022-05-24,Check,Deposit,34761
T02111,A00540,2017-03-05,Debit_Card,Withdrawal,84023
T02112,A00900,2019-05-29,Credit_Card,Purchase,29428
T02113,A00878,2023-02-13,Credit_Card,Purchase,62513
T02114,A00044,2016-02-24,Credit_Card,Withdrawal,93012
T02115,A00384,2016-01-23,Cash,Withdrawal,6427
T02116,A00251,2014-12-06,Check,Purchase,56830
T02117,A00372,2014-10-23,Cash,Transfer,88628
T02118,A00890,2015-10-18,Cash,Transfer,38830
T02119,A00600,2015-04-27,Check,Deposit,9981
T02120,A00181,2019-09-27,Cash,Withdrawal,1506
T02121,A00175,2023-06-28,Credit_Card,Purchase,81212
T02122,A00100,2022-11-06,Cash,Transfer,78030
T02123,A00671,2021-01-10,Credit_Card,Deposit,6371
T02124,A00118,2022-02-17,Check,Deposit,99456
T02125,A00953,2021-11-24,Credit_Card,Withdrawal,29556
T02126,A00183,2023-07-18,Debit_Card,Purchase,73864
T02127,A00594,2020-02-10,Cash,Deposit,20258
T02128,A00302,2021-10-28,Debit_Card,Purchase,21748
T02129,A00016,2022-10-15,Debit_Card,Deposit,1710
T02130,A00939,2021-06-29,Check,Withdrawal,16479
T02131,A00101,2020-01-20,Cash,Transfer,96576
T02132,A00693,2017-11-08,Credit_Card,Purchase,45789
T02133,A00088,2016-10-11,Cash,Transfer,672
T02134,A00015,2014-04-15,Debit_Card,Deposit,35446
T02135,A00726,2017-08-31,Credit_Card,Transfer,58008
T02136,A00845,2023-07-25,Credit_Card,Withdrawal,86505
T02137,A00850,2022-10-23,Check,Transfer,7724
T02138,A00603,2022-01-14,Credit_Card,Transfer,82379
T02139,A00682,2022-03-26,Credit_Card,Purchase,84402
T02140,A00159,2019-09-23,Cash,Withdrawal,21269
T02141,A00612,2014-04-14,Check,Deposit,55866
T02142,A00690,2023-01-17,Debit_Card,Deposit,79466
T02143,A00938,2021-07-12,Credit_Card,Purchase,39209
T02144,A00619,2018-02-24,Cash,Transfer,50652
T02145,A00114,2014-05-21,Cash,Deposit,54706
T02146,A00498,2021-12-20,Cash,Transfer,75881
T02147,A00772,2015-08-07,Cash,Transfer,69387
T02148,A00335,2017-05-15,Debit_Card,Deposit,26065
T02149,A00063,2017-02-26,Credit_Card,Deposit,76286
T02150,A00433,2020-01-31,Cash,Deposit,34366
T02151,A00394,2016-07-31,Check,Withdrawal,87797
T02152,A00973,2020-05-17,Debit_Card,Purchase,17333
T02153,A00477,2014-01-25,Cash,Deposit,6132
T02154,A00776,2019-10-25,Check,Purchase,1416
T02155,A00689,2014-02-24,Credit_Card,Withdrawal,13409
T02156,A00573,2020-07-31,Debit_Card,Withdrawal,41741
T02157,A00690,2022-01-29,Credit_Card,Deposit,75650
T02158,A00538,2016-07-25,Cash,Deposit,70099
T02159,A00568,2020-02-12,Debit_Card,Deposit,30885
T02160,A00191,2015-10-30,Check,Transfer,27260
T02161,A00137,2021-12-15,Credit_Card,Purchase,35676
T02162,A00525,2017-10-25,Debit_Card,Transfer,67083
T02163,A00196,2019-06-04,Debit_Card,Transfer,82407
T02164,A00541,2016-06-20,Check,Transfer,48067
T02165,A00125,2020-10-20,Cash,Withdrawal,19039
T02166,A00982,2017-10-13,Credit_Card,Withdrawal,52458
T02167,A00761,2021-04-29,Check,Transfer,62942
T02168,A00207,2018-01-17,Check,Deposit,60513
T02169,A00701,2016-04-21,Cash,Withdrawal,99468
T02170,A00972,2013-12-16,Debit_Card,Withdrawal,10239
T02171,A00148,2019-10-29,Check,Deposit,96452
T02172,A00802,2023-01-18,Credit_Card,Purchase,97914
T02173,A00481,2016-02-15,Credit_Card,Purchase,25867
T02174,A00310,2015-02-09,Cash,Transfer,59037
T02175,A00250,2017-08-14,Cash,Withdrawal,69589
T02176,A00626,2017-05-09,Credit_Card,Withdrawal,64700
T02177,A00258,2018-11-28,Credit_Card,Withdrawal,91708
T02178,A00324,2023-07-07,Credit_Card,Transfer,63826
T02179,A00323,2021-10-25,Check,Deposit,90030
T02180,A00772,2015-10-01,Check,Transfer,6832
T02181,A00986,2014-11-01,Debit_Card,Deposit,62082
T02182,A00021,2015-04-10,Credit_Card,Purchase,51374
T02183,A00667,2016-12-27,Credit_Card,Withdrawal,19481
T02184,A00516,2016-08-08,Debit_Card,Withdrawal,74382
T02185,A00309,2015-08-18,Debit_Card,Purchase,71990
T02186,A00880,2019-09-01,Credit_Card,Transfer,67786
T02187,A00344,2019-12-12,Credit_Card,Transfer,19143
T02188,A00938,2015-08-02,Cash,Transfer,90076
T02189,A00341,2021-02-28,Cash,Transfer,93878
T02190,A00225,2019-02-08,Credit_Card,Deposit,19343
T02191,A00183,2015-09-28,Credit_Card,Withdrawal,9027
T02192,A00738,2015-10-04,Debit_Card,Withdrawal,31672
T02193,A00624,2021-10-04,Credit_Card,Deposit,84632
T02194,A00935,2014-04-28,Check,Purchase,78661
T02195,A00870,2020-02-21,Credit_Card,Transfer,87768
T02196,A00835,2022-09-02,Cash,Purchase,83215
T02197,A00612,2021-08-04,Cash,Withdrawal,34082
T02198,A00211,2020-02-07,Credit_Card,Deposit,85260
T02199,A00607,2023-04-15,Credit_Card,Deposit,39699
T02200,A00093,2022-12-27,Check,Transfer,82046
T02201,A00804,2014-10-15,Check,Deposit,44088
T02202,A00654,2019-05-12,Debit_Card,Purchase,8822
T02203,A00379,2014-03-23,Cash,Withdrawal,39937
T02204,A00027,2018-11-03,Debit_Card,Transfer,32482
T02205,A00044,2022-03-23,Debit_Card,Transfer,37567
T02206,A00048,2019-07-26,Check,Deposit,75302
T02207,A00242,2018-01-24,Check,Deposit,91031
T02208,A00783,2020-04-09,Debit_Card,Withdrawal,61791
T02209,A00309,2019-09-16,Credit_Card,Purchase,37493
T02210,A00078,2021-12-31,Check,Withdrawal,8332
T02211,A00588,2018-09-24,Check,Transfer,27175
T02212,A00747,2020-10-23,Cash,Purchase,25652
T02213,A00845,2018-11-03,Cash,Purchase,11600
T02214,A00671,2015-11-28,Cash,Deposit,32237
T02215,A00453,2020-12-15,Check,Purchase,79733
T02216,A00315,2019-04-08,Check,Transfer,62533
T02217,A00701,2021-01-13,Debit_Card,Deposit,50394
T02218,A00378,2017-01-17,Check,Transfer,25384
T02219,A01000,2019-06-09,Credit_Card,Purchase,64821
T02220,A00214,2016-11-30,Check,Purchase,32744
T02221,A00920,2020-11-24,Check,Purchase,83318
T02222,A00466,2019-04-07,Cash,Purchase,34525
T02223,A00504,2018-01-26,Cash,Purchase,53373
T02224,A00367,2020-02-25,Check,Transfer,11260
T02225,A00853,2021-07-11,Cash,Withdrawal,96753
T02226,A00289,2023-03-23,Credit_Card,Deposit,76650
T02227,A00276,2020-05-12,Debit_Card,Deposit,42056
T02228,A00534,2014-01-23,Debit_Card,Transfer,23320
T02229,A00466,2018-08-23,Check,Withdrawal,78299
T02230,A00424,2014-11-30,Check,Purchase,81359
T02231,A00743,2017-08-28,Check,Purchase,89526
T02232,A00421,2021-07-28,Credit_Card,Deposit,90545
T02233,A00996,2019-10-15,Cash,Deposit,21252
T02234,A00523,2020-05-20,Credit_Card,Withdrawal,23205
T02235,A00706,2018-04-16,Cash,Withdrawal,2269
T02236,A00998,2014-02-13,Check,Purchase,48953
T02237,A00455,2015-10-04,Debit_Card,Purchase,79715
T02238,A00329,2017-05-10,Credit_Card,Withdrawal,84029
T02239,A00578,2014-10-20,Check,Withdrawal,85608
T02240,A00076,2016-01-31,Credit_Card,Withdrawal,5471
T02241,A00728,2021-10-25,Debit_Card,Withdrawal,3665
T02242,A00359,2015-03-07,Cash,Purchase,85396
T02243,A00023,2023-02-12,Check,Purchase,43230
T02244,A00548,2021-06-14,Check,Deposit,9010
T02245,A00962,2019-02-07,Check,Transfer,89649
T02246,A00046,2020-05-03,Check,Deposit,47621
T02247,A00575,2019-11-13,Credit_Card,Deposit,44835
T02248,A00078,2023-07-30,Debit_Card,Purchase,4026
T02249,A00453,2022-12-03,Check,Purchase,84228
T02250,A00081,2017-01-08,Debit_Card,Purchase,57701
T02251,A00749,2019-06-10,Cash,Purchase,12411
T02252,A00636,2017-09-16,Cash,Purchase,10679
T02253,A00309,2020-06-14,Credit_Card,Deposit,33014
T02254,A00901,2014-04-08,Cash,Transfer,38781
T02255,A00531,2019-03-14,Cash,Purchase,18481
T02256,A00685,2016-10-25,Cash,Purchase,19995
T02257,A00641,2022-12-09,Debit_Card,Deposit,72991
T02258,A00515,2014-07-05,Credit_Card,Deposit,27642
T02259,A00378,2014-09-24,Credit_Card,Withdrawal,67180
T02260,A00661,2022-08-05,Debit_Card,Transfer,37434
T02261,A00006,2019-06-10,Cash,Deposit,12685
T02262,A00738,2022-11-03,Cash,Deposit,98977
T02263,A00829,2017-12-10,Check,Purchase,39609
T02264,A00162,2022-07-29,Check,Purchase,35232
T02265,A00723,2022-12-25,Cash,Withdrawal,93414
T02266,A00389,2015-05-04,Cash,Deposit,91727
T02267,A00212,2014-02-07,Credit_Card,Purchase,49430
T02268,A00539,2021-10-15,Cash,Deposit,47446
T02269,A00055,2018-09-07,Credit_Card,Purchase,80292
T02270,A00039,2018-11-25,Credit_Card,Deposit,10884
T02271,A00608,2021-02-13,Debit_Card,Purchase,52381
T02272,A00829,2014-10-24,Credit_Card,Transfer,28887
T02273,A00611,2019-05-17,Credit_Card,Purchase,68648
T02274,A00898,2019-05-23,Credit_Card,Transfer,31974
T02275,A00171,2015-02-21,Check,Deposit,15578
T02276,A00588,2014-01-27,Check,Purchase,51497
T02277,A00031,2015-02-23,Credit_Card,Transfer,20346
T02278,A00511,2015-12-26,Debit_Card,Purchase,6891
T02279,A00588,2023-07-23,Debit_Card,Withdrawal,52559
T02280,A00674,2021-09-02,Check,Transfer,45651
T02281,A00140,2018-08-23,Debit_Card,Purchase,82710
T02282,A00104,2015-05-18,Credit_Card,Purchase,56049
T02283,A00631,2017-07-16,Check,Transfer,16468
T02284,A00897,2022-12-22,Check,Deposit,85576
T02285,A00216,2014-07-14,Check,Transfer,76185
T02286,A00058,2022-02-28,Cash,Withdrawal,19880
T02287,A00246,2015-10-01,Debit_Card,Purchase,55572
T02288,A00065,2019-10-19,Cash,Transfer,23226
T02289,A00345,2017-02-05,Check,Deposit,41531
T02290,A00056,2020-06-11,Credit_Card,Deposit,64664
T02291,A00646,2022-08-20,Check,Withdrawal,47719
T02292,A00726,2016-04-20,Cash,Purchase,79609
T02293,A00344,2022-09-29,Cash,Purchase,38719
T02294,A00303,2014-10-02,Cash,Transfer,75039
T02295,A00291,2015-08-25,Credit_Card,Withdrawal,95600
T02296,A00621,2013-10-21,Check,Transfer,9318
T02297,A00196,2015-02-04,Debit_Card,Transfer,27217
T02298,A00503,2014-05-04,Credit_Card,Withdrawal,14523
T02299,A00289,2016-07-26,Credit_Card,Withdrawal,1984
T02300,A00841,2018-07-03,Check,Transfer,4528
T02301,A00634,2022-10-06,Cash,Withdrawal,21164
T02302,A00177,2016-12-02,Check,Purchase,73180
T02303,A00670,2016-02-22,Debit_Card,Withdrawal,99301
T02304,A00324,2016-11-21,Check,Deposit,30154
T02305,A00934,2018-10-28,Credit_Card,Withdrawal,86327
T02306,A00145,2017-09-07,Debit_Card,Withdrawal,45677
T02307,A00945,2022-04-26,Check,Purchase,21860
T02308,A00787,2018-01-23,Cash,Withdrawal,33367
T02309,A00036,2016-11-10,Debit_Card,Deposit,34956
T02310,A00633,2015-03-25,Cash,Transfer,74109
T02311,A00269,2016-09-30,Credit_Card,Purchase,57305
T02312,A00075,2023-02-01,Credit_Card,Transfer,91337
T02313,A00899,2020-10-16,Debit_Card,Deposit,94476
T02314,A00027,2014-02-28,Cash,Deposit,37970
T02315,A00380,2016-12-28,Cash,Withdrawal,27253
T02316,A00298,2016-01-18,Check,Purchase,39685
T02317,A00367,2015-10-20,Cash,Transfer,7959
T02318,A00567,2017-08-08,Cash,Withdrawal,54135
T02319,A00823,2020-10-09,Cash,Deposit,10397
T02320,A00820,2019-01-30,Check,Withdrawal,18545
T02321,A00121,2016-04-01,Cash,Transfer,60885
T02322,A00683,2019-04-15,Credit_Card,Deposit,96249
T02323,A00811,2014-06-10,Cash,Withdrawal,90235
T02324,A00681,2017-12-02,Check,Deposit,60699
T02325,A00787,2014-03-12,Check,Transfer,41120
T02326,A00229,2020-04-03,Debit_Card,Withdrawal,75899
T02327,A00414,2017-11-07,Check,Deposit,46857
T02328,A00424,2021-01-12,Cash,Withdrawal,55286
T02329,A00736,2020-12-06,Debit_Card,Transfer,47071
T02330,A00065,2015-04-19,Credit_Card,Deposit,27153
T02331,A00070,2016-09-26,Debit_Card,Transfer,30114
T02332,A00012,2019-10-13,Cash,Withdrawal,9957
T02333,A00162,2023-06-18,Cash,Withdrawal,29937
T02334,A00579,2019-04-21,Check,Transfer,6256
T02335,A00942,2018-01-20,Check,Transfer,2105
T02336,A00296,2023-07-27,Check,Purchase,19844
T02337,A00438,2018-11-11,Debit_Card,Purchase,85317
T02338,A00111,2016-01-24,Cash,Withdrawal,18792
T02339,A00664,2014-12-08,Credit_Card,Deposit,23498
T02340,A00413,2017-06-10,Credit_Card,Deposit,2354
T02341,A00925,2013-12-20,Check,Deposit,48128
T02342,A00022,2021-02-09,Credit_Card,Deposit,95420
T02343,A00597,2018-12-22,Cash,Withdrawal,62416
T02344,A00550,2014-06-03,Debit_Card,Deposit,54170
T02345,A00011,2016-08-30,Check,Deposit,74140
T02346,A00631,2018-02-10,Debit_Card,Withdrawal,51023
T02347,A00689,2019-05-26,Check,Transfer,64125
T02348,A00426,2015-07-27,Check,Withdrawal,21924
T02349,A00184,2017-01-08,Cash,Transfer,4887
T02350,A00235,2019-01-14,Check,Deposit,91118
T02351,A00089,2016-06-15,Check,Transfer,66507
T02352,A00401,2019-12-29,Check,Purchase,9464
T02353,A00512,2014-03-07,Check,Transfer,19954
T02354,A00976,2015-05-10,Credit_Card,Purchase,50121
T02355,A00133,2019-05-15,Cash,Withdrawal,29718
T02356,A00557,2016-07-07,Check,Purchase,94361
T02357,A00422,2017-08-03,Debit_Card,Purchase,61609
T02358,A00101,2019-01-15,Check,Purchase,89649
T02359,A00708,2015-03-16,Check,Deposit,93265
T02360,A00997,2022-10-14,Check,Purchase,45614
T02361,A00594,2017-12-08,Credit_Card,Deposit,50025
T02362,A00498,2016-02-24,Credit_Card,Purchase,87224
T02363,A00641,2020-10-09,Debit_Card,Withdrawal,51769
T02364,A00455,2022-11-30,Check,Purchase,55605
T02365,A00726,2020-12-18,Debit_Card,Withdrawal,19085
T02366,A00835,2015-07-12,Check,Withdrawal,62823
T02367,A00226,2018-11-07,Credit_Card,Withdrawal,26321
T02368,A00728,2022-05-28,Debit_Card,Withdrawal,54420
T02369,A00698,2021-07-06,Cash,Deposit,88237
T02370,A00068,2017-02-22,Cash,Withdrawal,90992
T02371,A00615,2020-04-28,Cash,Deposit,63390
T02372,A00652,2015-01-08,Debit_Card,Withdrawal,52862
T02373,A00588,2021-12-15,Check,Purchase,82238
T02374,A00185,2018-05-26,Check,Deposit,26486
T02375,A00773,2019-07-04,Check,Transfer,29070
T02376,A00784,2015-01-18,Credit_Card,Deposit,25107
T02377,A00739,2017-05-21,Cash,Deposit,9777
T02378,A00841,2016-02-21,Cash,Deposit,14306
T02379,A00464,2016-08-23,Check,Transfer,50384
T02380,A00386,2020-07-31,Debit_Card,Transfer,1234
T02381,A00657,2018-04-19,Credit_Card,Withdrawal,36742
T02382,A00446,2018-05-16,Cash,Withdrawal,28876
T02383,A00495,2018-09-20,Check,Transfer,92515
T02384,A00431,2013-11-26,Check,Transfer,66701
T02385,A00883,2017-02-25,Debit_Card,Transfer,53454
T02386,A00823,2021-09-08,Check,Withdrawal,13667
T02387,A00446,2018-04-18,Cash,Purchase,47497
T02388,A00129,2014-11-13,Debit_Card,Purchase,63598
T02389,A00216,2023-03-24,Check,Deposit,46697
T02390,A00121,2018-01-31,Check,Transfer,73629
T02391,A00752,2021-08-17,Debit_Card,Transfer,55892
T02392,A00280,2019-10-13,Credit_Card,Withdrawal,67645
T02393,A00602,2016-10-27,Credit_Card,Purchase,6070
T02394,A00328,2017-06-05,Debit_Card,Purchase,83690
T02395,A00204,2020-10-17,Debit_Card,Transfer,16962
T02396,A00388,2015-05-04,Credit_Card,Purchase,32945
T02397,A00192,2019-04-03,Cash,Purchase,76998
T02398,A00831,2020-09-03,Debit_Card,Deposit,8738
T02399,A00369,2023-02-01,Credit_Card,Withdrawal,44441
T02400,A00246,2015-03-11,Check,Deposit,60089
T02401,A00648,2018-12-20,Check,Purchase,17674
T02402,A00323,2021-03-19,Debit_Card,Purchase,53379
T02403,A00572,2013-11-19,Check,Withdrawal,36540
T02404,A00398,2014-03-08,Credit_Card,Deposit,96914
T02405,A00715,2020-04-22,Cash,Withdrawal,18332
T02406,A00254,2021-07-22,Debit_Card,Withdrawal,11167
T02407,A00097,2022-01-15,Check,Withdrawal,49932
T02408,A00940,2017-10-26,Cash,Deposit,7959
T02409,A00901,2022-05-20,Check,Withdrawal,24115
T02410,A00841,2022-09-14,Cash,Withdrawal,88901
T02411,A00288,2020-07-24,Credit_Card,Transfer,78673
T02412,A00447,2015-07-07,Cash,Transfer,69715
T02413,A00325,2017-04-26,Check,Transfer,59536
T02414,A00658,2018-06-24,Debit_Card,Transfer,27113
T02415,A00812,2023-01-09,Debit_Card,Deposit,84942
T02416,A00460,2018-11-29,Credit_Card,Deposit,41133
T02417,A00580,2016-06-19,Credit_Card,Transfer,12392
T02418,A00072,2016-03-26,Debit_Card,Withdrawal,70293
T02419,A00713,2016-05-10,Check,Transfer,27431
T02420,A00834,2020-11-05,Credit_Card,Transfer,40121
T02421,A00832,2022-12-13,Debit_Card,Transfer,29875
T02422,A00006,2014-08-10,Debit_Card,Transfer,14313
